wall_time_sec,trajectory_id,publish_target_time,local_slam_reference_time,imu_integration_start_time,latest_imu_time,has_imu_data,reference_odom_request_time,reference_odom_before_time,reference_odom_after_time,reference_odom_latest_time,reference_odom_extrapolated,reference_odom_clamped_to_earliest,current_odom_request_time,current_odom_before_time,current_odom_after_time,current_odom_latest_time,current_odom_extrapolated,current_odom_clamped_to_earliest,tracked_pose_stamp,tracked_pose_x,tracked_pose_y,tracked_pose_yaw,adaptive_odometry_weight
1779099341.950472593,1,1779099341.950472593,1779099341.884077311,1779099341.884077311,1779099341.903988838,1,1779099341.884077311,1779099341.871927500,1779099341.891862631,1779099341.906882048,0,0,1779099341.950472593,1779099341.906882048,,1779099341.906882048,1,0,1779099341.950472593,8.670702673,8.557539765,2.581286388,0.400881052
1779099342.000470877,1,1779099342.000470877,1779099341.933967829,1779099341.933967829,1779099341.953988791,1,1779099341.933967829,1779099341.931881666,1779099341.951848984,1779099341.971758842,0,0,1779099342.000470877,1779099341.971758842,,1779099341.971758842,1,0,1779099342.000470638,8.678305238,8.556852120,2.587607633,0.375531793
1779099342.050544977,1,1779099342.050544977,1779099341.984026670,1779099341.984026670,1779099342.003988981,1,1779099341.984026670,1779099341.971758842,1779099341.991829872,1779099342.011908770,0,0,1779099342.050544977,1779099342.011908770,,1779099342.011908770,1,0,1779099342.050544977,8.656578991,8.558859816,2.594149737,0.000000000
1779099342.125581980,1,1779099342.125581980,1779099342.034035444,1779099342.034035444,1779099342.043988943,1,1779099342.034035444,1779099342.031764507,1779099342.051742315,1779099342.051742315,0,0,1779099342.125581980,1779099342.051742315,,1779099342.051742315,1,0,1779099342.125582218,8.650551419,8.576032579,2.603807034,0.000000000
1779099342.150737524,1,1779099342.150737524,1779099342.084029198,1779099342.084029198,1779099342.103988886,1,1779099342.084029198,1779099342.071841240,1779099342.091717720,1779099342.111876249,0,0,1779099342.150737524,1779099342.111876249,,1779099342.111876249,1,0,1779099342.150737524,8.625949153,8.568999749,2.614639594,0.000000000
1779099342.200607300,1,1779099342.200607300,1779099342.134095430,1779099342.134095430,1779099342.153988838,1,1779099342.134095430,1779099342.132188082,1779099342.152095079,1779099342.152095079,0,0,1779099342.200607300,1779099342.152095079,,1779099342.152095079,1,0,1779099342.200607300,8.599248517,8.578728639,2.629676217,0.000000000
1779099342.275628090,1,1779099342.275628090,1779099342.184035778,1779099342.184035778,1779099342.203988791,1,1779099342.184035778,1779099342.171990871,1779099342.191960335,1779099342.191960335,0,0,1779099342.275628090,1779099342.191960335,,1779099342.191960335,1,0,1779099342.275628090,8.566554787,8.588199889,2.646903314,0.000000000
1779099342.300562620,1,1779099342.300562620,1779099342.214056015,1779099342.214056015,1779099342.253989220,1,1779099342.214056015,1779099342.212140799,1779099342.231960297,1779099342.231960297,0,0,1779099342.300562620,1779099342.231960297,,1779099342.231960297,1,0,1779099342.300562620,8.571876253,8.589735553,2.655746607,0.000000000
1779099342.375710726,1,1779099342.375710726,1779099342.264050722,1779099342.264050722,1779099342.303988934,1,1779099342.264050722,1779099342.252136230,1779099342.272143602,1779099342.272143602,0,0,1779099342.375710726,1779099342.272143602,,1779099342.272143602,1,0,1779099342.375710726,8.518283436,8.602676179,2.676027176,0.000000000
1779099342.425591707,1,1779099342.425591707,1779099342.334049702,1779099342.334049702,1779099342.363988876,1,1779099342.334049702,1779099342.326959133,1779099342.352134228,1779099342.352134228,0,0,1779099342.425591707,1779099342.352134228,,1779099342.352134228,1,0,1779099342.425591946,8.498296379,8.601023155,2.709861506,0.000000000
